Date,Title,URL,md_file,ESG_or_not,Story_Type
2026-05-25,Australia and UK strengthen partnership on safe and secure AI,https://www.industry.gov.au/news/australia-and-uk-strengthen-partnership-safe-and-secure-ai,CLEANED,NO FILE,
2026-05-26,Resources to enhance RTO capability in supporting VET students with disability and mental health,https://www.dewr.gov.au/newsroom/articles/resources-enhance-rto-capability-supporting-vet-students-disability-and-mental-health,182.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,From learning to earning: inside the WorkFoundations experience,https://www.dewr.gov.au/newsroom/articles/learning-earning-inside-workfoundations-experience,183.md,Yes,Funding and Grant Announcements
2026-05-28,Transferring and closed programs,https://www.sustainability.vic.gov.au/news/news-articles/transferring-and-closed-programs,184.md,Yes,State and Local Government Programs
2026-05-25,$20k awarded to circular economy innovators,https://www.greenindustries.sa.gov.au/news/circular-impact-accelerator-pitch-night-2026,185.md,Yes,Funding and Grant Announcements
2026-05-29,Australian Government General Government Sector Monthly Financial Statements for April 2026,https://www.finance.gov.au/publications/commonwealth-monthly-financial-statements/2026/mfs-april,186.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,PGPA Newsletter 117,https://www.finance.gov.au/about-us/news/2026/pgpa-newsletter-117,CLEANED,NO FILE,
2026-05-27,Securing more fertiliser for Australian farmers,https://www.minister.industry.gov.au/ministers/timayres/media-releases/securing-more-fertiliser-australian-farmers,CLEANED,NO FILE,
2026-05-27,$5 million to support Liberty Bell Bay workers as preferred bidder named,https://www.minister.industry.gov.au/ministers/timayres/media-releases/5-million-support-liberty-bell-bay-workers-preferred-bidder-named,CLEANED,NO FILE,
2026-05-27,Final bidders shortlisted in sale of Whyalla Steelworks,https://www.minister.industry.gov.au/ministers/timayres/media-releases/final-bidders-shortlisted-sale-whyalla-steelworks,190.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-25,Australia and UK partner to strengthen AI safety and security,https://www.minister.industry.gov.au/ministers/timayres/media-releases/australia-and-uk-partner-strengthen-ai-safety-and-security,CLEANED,NO FILE,
2026-05-25,Australia and UK partner to strengthen AI safety and security,https://www.minister.industry.gov.au/ministers/charlton/media-releases/australia-and-uk-partner-strengthen-ai-safety-and-security,192.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-27,Tax Time toolkit for small business,https://www.ato.gov.au/tax-and-super-professionals/for-tax-professionals/prepare-and-lodge/tax-time/tax-time-toolkits/tax-time-toolkit-small-business,CLEANED,NO FILE,
2026-05-28,Payday Super resources,https://www.ato.gov.au/businesses-and-organisations/super-for-employers/payday-super/payday-super-resources,CLEANED,NO FILE,
2026-05-27,Final countdown to Payday Super!,https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/self-managed-super-funds-smsf/smsf-newsroom/final-countdown-to-payday-super,CLEANED,NO FILE,
2026-05-27,Overview of record-keeping rules for business,https://www.ato.gov.au/businesses-and-organisations/preparing-lodging-and-paying/record-keeping-for-business/overview-of-record-keeping-rules-for-business,CLEANED,NO FILE,
2026-05-27,Business deductions,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/income-and-deductions-for-business/deductions,CLEANED,NO FILE,
2026-05-27,Landcare operations,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/primary-producers/livestock-and-other-assets/deductions-and-offsets-for-capital-expenditure/landcare-operations,CLEANED,NO FILE,
2026-05-27,Instant asset write-off for eligible businesses,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/instant-asset-write-off,199.md,No,
2026-05-27,Taxable payments reporting and contractors,https://www.ato.gov.au/businesses-and-organisations/preparing-lodging-and-paying/reports-and-returns/taxable-payments-annual-report/taxable-payments-reporting-and-contractors,CLEANED,NO FILE,
2026-05-27,Assets and exclusions,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/assets-and-exclusions,CLEANED,NO FILE,
2026-05-27,What to include in your business's assessable income,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/income-and-deductions-for-business/assessable-income/what-income-to-include,CLEANED,NO FILE,
2026-05-29,Victorian local heritage guidelines,https://www.planning.vic.gov.au/news/articles/victorian-local-heritage-guidelines,203.md,Yes,Legislative and Statutory Developments
2026-05-26,New legislation boosting consumer protection and confidence to build and buy,https://www.planning.vic.gov.au/news/articles/new-legislation-boosting-consumer-protection-and-confidence-to-build-and-buy,204.md,Yes,Legislative and Statutory Developments
2026-05-27,Securing more fertiliser for Australian farmers,https://www.trademinister.gov.au/minister/don-farrell/media-release/securing-more-fertiliser-australian-farmers,CLEANED,NO FILE,
2026-05-29,Work to deliver safer rentals continues,https://www.premier.tas.gov.au/latest-news/2026/may/work-to-deliver-safer-rentals-safer-continues,206.md,Yes,Legislative and Statutory Developments
2026-05-29,Delivering high-quality ADHD care through general practice,https://www.premier.tas.gov.au/latest-news/2026/may/delivering-high-quality-adhd-care-through-general-practice,207.md,Yes,State and Local Government Programs
2026-05-29,Progressing our commitment to expand the Launceston General Hospital ED,https://www.premier.tas.gov.au/latest-news/2026/may/progressing-our-commitment-to-expand-the-launceston-general-hospital-ed,208.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Tasmanians to pay the price for Labor’s red tape,https://www.premier.tas.gov.au/latest-news/2026/may/tasmanians-to-pay-the-price-for-labors-red-tape,209.md,Yes,Legislative and Statutory Developments
2026-05-28,Pitching a home for football in Tasmania,https://www.premier.tas.gov.au/latest-news/2026/may/pitching-a-home-for-football-in-tasmania,210.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Strengthening our responses to family violence,https://www.premier.tas.gov.au/latest-news/2026/may/strengthening-our-responses-to-family-violence,211.md,Yes,Legislative and Statutory Developments
2026-05-27,Tasmania receives global recognition in foodie destination list,https://www.premier.tas.gov.au/latest-news/2026/may/tasmania-receives-global-recognition-in-foodie-destination-list,212.md,No,
2026-05-27,$5 million to support Liberty Bell Bay workers as preferred bidder named,https://www.premier.tas.gov.au/latest-news/2026/may/$5-million-to-support-liberty-bell-bay-workers-as-preferred-bidder-named2,213.md,Yes,Funding and Grant Announcements
2026-05-27,Wille’s thought bubble sinks without a trace,https://www.premier.tas.gov.au/latest-news/2026/may/willes-thought-bubble-sinks-without-a-trace,214.md,No,
2026-05-27,Metal-detection wands keeping Tasmanians safe,https://www.premier.tas.gov.au/latest-news/2026/may/metal-detection-wands-keeping-tasmanians-safe,215.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-26,Questions Labor must answer on its Spirits destruction plan,https://www.premier.tas.gov.au/latest-news/2026/may/questions-labor-must-answer-on-its-spirits-destruction-plan,216.md,Yes,Parliamentary and Political Proceedings
2026-05-26,Labor abandons TT-Line and destroys TasPorts,https://www.premier.tas.gov.au/latest-news/2026/may/labor-abandons-tt-line-and-destroys-tasports,217.md,Yes,Parliamentary and Political Proceedings
2026-05-22,NAIF hits $3 billion milestone in investing in the North,https://minister.infrastructure.gov.au/m-king/media-release/naif-hits-3-billion-milestone-investing-north,CLEANED,NO FILE,
2026-05-28,Transcript: Press Conference on the IMF Executive Board Completion of the Combined Fifth and Sixth Reviews for the Extended Fund Facility with Sri Lanka,https://www.imf.org/en/news/articles/2026/05/28/tr-05282026-press-conference-imf-completion-combined-5th-and-6th-rev-for-eff-sri-lanka,219.md,Yes,Funding and Grant Announcements
2026-05-28,The Gambia: IMF Staff Complete 2026 Article IV Consultation and Reach Staff-Level Agreement on the Fifth Review Under the Extended Credit Facility Arrangement and the Second Review under the Resilience and Sustainability Facility Arrangement,https://www.imf.org/en/news/articles/2026/05/28/pr26173-the-gambia-staff-complete-2026-aiv-consult-reach-sla-5th-review-ecf-2nd-review-rsf,220.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-28,IMF Executive Board Concludes 2026 Article IV Consultation with Greece,https://www.imf.org/en/news/articles/2026/05/27/pr26169-greece-imf-executive-board-concludes-2026-article-iv-consultation,221.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-28,Italy: Staff Concluding Statement of the 2026 Article IV Mission,https://www.imf.org/en/news/articles/2026/05/27/mcs-05262026-italy-staff-concluding-statement-of-the-2026-article-iv-mission,222.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,IMF Executive Board Completes the Combined Fifth and Sixth Reviews Under the Extended Fund Facility for Sri Lanka,https://www.imf.org/en/news/articles/2026/05/27/pr26172-sri-lanka-imf-completes-combined-5th-and-6th-reviews-under-eff,223.md,No,
2026-05-27,IMF Executive Board Concludes 2026 Article IV Consultation and Completes Fifth and Sixth Reviews Under the Extended Fund Facility and Resilience and Sustainability Facility with Seychelles,https://www.imf.org/en/news/articles/2026/05/26/pr26171-seychelles-imf-concludes-2026-aiv-consultation-completes-5th-6th-rev-under-eff-and-rsf,224.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-27,IMF Staff Completes the 2026 Article IV mission and Reaches Staff-Level Agreement with Burkina Faso on the Fifth Review under the Extended Credit Facility (ECF) and the First Review under the Resilience and Sustainability Facility (RSF),https://www.imf.org/en/news/articles/2026/05/26/pr26170-burkina-faso-staff-completes-article-iv-reaches-sla-fifth-review-ecf-first-review-rsf,225.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-26,Republic of Lithuania: Staff Concluding Statement of the 2026 Article IV Mission,https://www.imf.org/en/news/articles/2026/05/26/mcs052626-lithuania-article-iv-mission,226.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-27,Submissions invited on Mingara Recreation Club Seniors Housing,https://www.ipcn.nsw.gov.au/news/submissions-invited-mingara-recreation-club-seniors-housing,227.md,Yes,Consultation and Policy Design Opportunities
2026-05-29,"More EV drivers to charge cheap, power homes and sell back to the grid",https://minister.dcceew.gov.au/bowen/media-releases/more-ev-drivers-charge-cheap-power-homes-and-sell-back-grid,228.md,Yes,Funding and Grant Announcements
2026-05-29,"Cleaner, cheaper energy and cars drive down emissions",https://minister.dcceew.gov.au/bowen/media-releases/cleaner-cheaper-energy-and-cars-drive-down-emissions,229.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-26,Record renewables drive down bills,https://minister.dcceew.gov.au/bowen/media-releases/record-renewables-drive-down-bills,230.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-23,"Joint media release: Renewables to power 4 million households, backed by Albanese Government",https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-renewables-power-4-million-households-backed-albanese-government,231.md,Yes,Funding and Grant Announcements
2026-05-29,Australian Government General Government Sector Monthly Financial Statements for April 2026,https://ministers.finance.gov.au/financeminister/media-release/2026/05/29/australian-government-general-government-sector-monthly-financial-statements-april-2026,CLEANED,NO FILE,
2026-05-25,Prof Haymet delivers keynote address at Oceans of Data conference,https://www.chiefscientist.gov.au/news-and-media/prof-haymet-delivers-keynote-address-oceans-data-conference,233.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-22,Collaborate Innovate 2026 closing keynote address,https://www.chiefscientist.gov.au/news-and-media/collaborate-innovate-2026-closing-keynote-address,234.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,"Ukraine War Risks Spiralling Out of Control, Secretary-General Warns Security Council, Calls for Full, Unconditional Ceasefire",https://press.un.org/en/2026/sgsm23151.doc.htm,235.md,No,
2026-05-28,"Each Degree of Temperature Overshoot Brings Harm, Secretary-General Warns on World Environment Day, Calls for Rapid Shift to Renewables",https://press.un.org/en/2026/sgsm23150.doc.htm,236.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-28,"As UN80 Enters ‘Critical New Phase’ for Decisions, Delivery, Secretary-General Urges General Assembly to Support Reforms, Meet ‘Bedrock’ Treaty Obligations",https://press.un.org/en/2026/sgsm23149.doc.htm,237.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,"Creole Culture ‘Tells the Story of Humankind’, Secretary-General Says in Video Message to International Event",https://press.un.org/en/2026/sgsm23148.doc.htm,238.md,No,
2026-05-27,"Fight against Poverty Demands Urgent Reform of Unfair Global Financial System, Secretary-General Says in Message to Forum",https://press.un.org/en/2026/sgsm23147.doc.htm,239.md,No,
2026-05-26,"Secretary-General Appoints Mohamed El-Amine Souef of Comoros Special Representative for Central Africa, Head of UN Regional Office",https://press.un.org/en/2026/sga2416.doc.htm,240.md,No,
2026-05-26,"United Nations Charter Remains Humanity’s Best Hope for Peace, Secretary-General Tells Security Council, Urging Greater Action to Uphold its Purposes amid Profound Threats",https://press.un.org/en/2026/sgsm23146.doc.htm,241.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-25,Secretary-General Strongly Condemns Deadly Explosion Targeting Train in Pakistan,https://press.un.org/en/2026/sgsm23145.doc.htm,242.md,No,
2026-05-25,"Secretary-General Urges Reinvigorated Commitment to End Colonialism, Build Just, Inclusive Future, as Caribbean Regional Seminar on Decolonization Begins",https://press.un.org/en/2026/sgsm23144.doc.htm,243.md,No,
2026-05-22,Secretary-General Disappointed at Lack of Consensus at Nuclear Non-proliferation Conference,https://press.un.org/en/2026/sgsm23143.doc.htm,244.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-29,Shovels in the ground on $35 million Hillsborough Road upgrade,https://www.nsw.gov.au/ministerial-releases/construction-underway-hillsborough-road,245.md,No,
2026-05-29,Screening checks available for workers as $2.5 million Lung Bus Arrives in Tweed Heads,https://www.nsw.gov.au/ministerial-releases/screening-checks-available-for-workers-as-25-million-lung-bus-arrives-tweed-heads,246.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-29,Moama Ambulance Station opens,https://www.nsw.gov.au/ministerial-releases/moama-ambulance-station-opens,247.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Additional NSW Ambulance paramedics for Eden community,https://www.nsw.gov.au/ministerial-releases/more-paramedics-for-eden,CLEANED,NO FILE,
2026-05-29,Additional NSW Ambulance paramedics for Wentworth,https://www.nsw.gov.au/ministerial-releases/additional-nsw-ambulance-paramedics-for-wentworth,CLEANED,NO FILE,
2026-05-28,$65 million investment and more than 200 new jobs in Parkes,https://www.nsw.gov.au/ministerial-releases/65-million-investment-and-more-than-200-new-jobs-parkes,250.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Multicultural NSW CEO Joseph La Posta departs after almost a decade of service,https://www.nsw.gov.au/ministerial-releases/multicultural-nsw-ceo-joseph-la-posta-departs-after-almost-a-decade-of-service,FAILED,NO FILE,
2026-05-28,Major win for the Hawkesbury communities as New Richmond Bridge reaches major milestone,https://www.nsw.gov.au/ministerial-releases/new-richmond-bridge-built-sooner,252.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,$12 million unlocked to deliver infrastructure in regional communities,https://www.nsw.gov.au/ministerial-releases/12-million-unlocked-to-deliver-infrastructure-regional-communities,253.md,Yes,Funding and Grant Announcements
2026-05-28,New support program to keep Aboriginal families safe in regional and remote NSW,https://www.nsw.gov.au/ministerial-releases/new-support-program-to-keep-aboriginal-families-safe-regional-and-remote-nsw,254.md,Yes,State and Local Government Programs
2026-05-25,Regulator reduces Victorian default electricity prices,https://www.esc.vic.gov.au/media-centre/regulator-reduces-victorian-default-electricity-prices,CLEANED,NO FILE,
2026-05-27,RTSI 2026: call for contributions!,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/rtsi-2026-call-contributions,256.md,Yes,Consultation and Policy Design Opportunities
2026-05-27,Full historical CARRA2 data release offers new insights into Arctic extremes,https://climate.copernicus.eu/full-historical-carra2-data-release-offers-new-insights-arctic-extremes,257.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,Commission seeks input on digital action plan for water sector,https://environment.ec.europa.eu/news/commission-seeks-input-digital-action-plan-water-sector-2026-05-27_en,258.md,Yes,Consultation and Policy Design Opportunities
2026-05-22,Commission boosts EU water resilience with fresh guidance,https://ec.europa.eu/commission/presscorner/detail/en/ip_26_1129,CLEANED,NO FILE,
2026-05-22,EU delivering on biodiversity ahead of CBD COP17,https://environment.ec.europa.eu/news/eu-delivering-biodiversity-ahead-cbd-cop17-2026-05-22_en,260.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-22,CBD COP17: Addressing the biodiversity financing gap,https://environment.ec.europa.eu/news/cbd-cop17-addressing-biodiversity-financing-gap-2026-05-22_en,261.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-28,Melbourne Airport Rail,https://bigbuild.vic.gov.au/news/melbourne-airport-rail/checking-out-tottenham,262.md,No,
2026-05-24,North East Link,https://bigbuild.vic.gov.au/news/north-east-link/tbm-zelda-breakthrough-in-bulleen,263.md,No,
2026-05-29,From classroom to conservation: Monaro school students leave their mark on endangered dragons | Media release,https://www.environment.nsw.gov.au/news/classroom-conservation-monaro-school-students-leave-their-mark-endangered-dragons,264.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-27,Have you prepped for the first-ever NSW Dolphin Census this weekend? | Media release,https://www.environment.nsw.gov.au/news/have-you-prepped-first-nsw-dolphin-census,265.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-27,"$1.34 million in research grants to target fungus, fishways, frogs and foxes | Media release",https://www.environment.nsw.gov.au/news/over-one-million-research-grants-target-fungus-fishways-frogs-and-foxes,266.md,Yes,Funding and Grant Announcements
2026-05-27,30 years of Gundabooka National Park celebrated on Country | Media release,https://www.environment.nsw.gov.au/news/30-years-gundabooka-national-park-celebrated-country,267.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-25,Environmental watering guide to support one of Australia’s most elusive waterbirds | News,https://www.environment.nsw.gov.au/news/environmental-watering-guide-support-one-australias-most-elusive-waterbirds,268.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-22,Endangered turtles remain resilient one year on from Manning River flood | Media release,https://www.environment.nsw.gov.au/news/endangered-turtles-remain-resilient-one-year-manning-river-flood,269.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-22,Kosciuszko wild horse survey shows more work needed to protect national park | Media release,https://www.environment.nsw.gov.au/news/kosciuszko-wild-horse-survey-shows-work-needed-protect-national-park,270.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-27,Federal Court orders Westpac to pay $26 million penalty for hardship failures,https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2026-releases/26-107mr-federal-court-orders-westpac-to-pay-26-million-penalty-for-hardship-failures/,271.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-26,ASIC cancels AFS licence of Global Pacific Solutions Group Pty Ltd,https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2026-releases/26-106mr-asic-cancels-afs-licence-of-global-pacific-solutions-group-pty-ltd/,272.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-25,ASIC cancels AFS licence of Eden Asset Management Pty Ltd,https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2026-releases/26-105mr-asic-cancels-afs-licence-of-eden-asset-management-pty-ltd/,273.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-22,Fund manager Rodney Forrest re-sentenced to five years and three months’ jail following insider trading appeal,https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2026-releases/26-104mr-fund-manager-rodney-forrest-re-sentenced-to-five-years-and-three-months-jail-following-insider-trading-appeal/,274.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-28,Albanese Government steps up industry protections to stop scams,https://ministers.treasury.gov.au/ministers/daniel-mulino-2025/media-releases/albanese-government-steps-industry-protections-stop,275.md,Yes,Consultation and Policy Design Opportunities
2026-05-25,Resignation of National Anti-Corruption Commissioner,https://www.nacc.gov.au/news-and-media/resignation-national-anti-corruption-commissioner,276.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-27,Universities and TAFEs improve financial controls,https://audit.wa.gov.au/wp-content/uploads/2026/05/Universities-and-TAFEs-improve-financial-controls.pdf,CLEANED,NO FILE,
2026-05-22,Universities and TAFEs continue to have cyber security weaknesses,https://audit.wa.gov.au/wp-content/uploads/2026/05/Universities-and-TAFEs-continue-to-have-cyber-security-weaknesses.pdf,CLEANED,NO FILE,
2026-05-28,Submission on National Guideline for Lithium-ion Battery Waste Management,https://alga.com.au/submission-on-national-guideline-for-lithium-ion-battery-waste-management/,279.md,Yes,Consultation and Policy Design Opportunities
2026-05-26,President’s Update – May 2026,https://alga.com.au/presidents-update-may-2026/,280.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Media Release: Councils must be included in national housing reform discussions,https://alga.com.au/media-release-councils-must-be-included-in-national-housing-reform-discussions/,281.md,Yes,Parliamentary and Political Proceedings
2026-05-28,Business investment booming under Labor,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/business-investment-booming-under-labor,282.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Government introduces first tranche of tax reform legislation,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/government-introduces-first-tranche-tax-reform,283.md,Yes,Legislative and Statutory Developments
2026-05-27,New inflation figures,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/new-inflation-figures-3,284.md,Yes,"Reports, Data Releases, and Analytical Insights"
=======
2026-05-29,Amazon in court over alleged missing button battery warnings on children’s unicorn backpacks,https://www.accc.gov.au/media-release/amazon-in-court-over-alleged-missing-button-battery-warnings-on-children%E2%80%99s-unicorn-backpacks,118.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-28,ACCC proposes to grant exemption for the New Energy Tech Consumer Code,https://www.accc.gov.au/about-us/news/media-updates/accc-proposes-to-grant-exemption-for-the-new-energy-tech-consumer-code,119.md,Yes,Consultation and Policy Design Opportunities
2026-05-27,ACCC welcomes streamlined competition exemption powers to facilitate response to emergencies,https://www.accc.gov.au/media-release/accc-welcomes-streamlined-competition-exemption-powers-to-facilitate-response-to-emergencies,120.md,Yes,Legislative and Statutory Developments
2026-05-27,ACCC proposes to grant authorisation for air cargo alliance,https://www.accc.gov.au/about-us/news/media-updates/accc-proposes-to-grant-authorisation-for-air-cargo-alliance,121.md,No,
2026-05-26,Permanent ban on baby bottle self-feeding devices now in effect,https://www.accc.gov.au/media-release/permanent-ban-on-baby-bottle-self-feeding-devices-now-in-effect,122.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-25,ACCC consults on view not to oppose Australia Post stamp price increase,https://www.accc.gov.au/media-release/accc-consults-on-view-not-to-oppose-australia-post-stamp-price-increase,123.md,Yes,Consultation and Policy Design Opportunities
2026-05-29,Media release - IPART responds to submissions on Central Coast Councils maximum water prices - 29 May 2026,https://www.ipart.nsw.gov.au/documents/media-release/media-release-ipart-responds-submissions-central-coast-councils-maximum-water-prices-29-may-2026,124.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-25,Media Release - IPART seeks feedback on developer charges framework for metropolitan water services - 25 May 2026,https://www.ipart.nsw.gov.au/documents/media-release/media-release-ipart-seeks-feedback-developer-charges-framework-metropolitan-water-services-25-may-2026,125.md,Yes,Consultation and Policy Design Opportunities
2026-05-25,Media release - IPART publishes NSW solar feed-in tariff benchmarks for 2026-27,https://www.ipart.nsw.gov.au/documents/media-release/media-release-ipart-publishes-nsw-solar-feed-tariff-benchmarks-2026-27,126.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-29,"Joint Statement by the Heads of the IEA, IMF, World Bank, and WTO",https://www.wto.org/english/news_e/news26_e/dgno_29may26_396_e.htm,127.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-28,"Shipping industry cites mounting cost, capacity pressures amid global trade disruptions",https://www.wto.org/english/news_e/news26_e/dgno_28may26_395_e.htm,CLEANED,NO FILE,
2026-05-28,New Zealand launches safeguard investigation on certain aluminium extrusions,https://www.wto.org/english/news_e/news26_e/safe_nzl_28may26_394_e.htm,CLEANED,NO FILE,
2026-05-27,DDG Nordquist calls for urgent action on fisheries subsidies at Monaco Blue Initiative,https://www.wto.org/english/news_e/news26_e/ddgjn_27may26_393_e.htm,130.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-27,Trade Policy Review: Japan,https://www.wto.org/english/tratop_e/tpr_e/tpr_jpn_27may26_e.htm,CLEANED,NO FILE,
2026-05-28,Television interview - ABC Afternoon Briefing,https://www.pm.gov.au/media/television-interview-abc-afternoon-briefing-10,132.md,No,
2026-05-27,Visit to Australia by the Prime Minister of Solomon Islands,https://www.pm.gov.au/media/visit-australia-prime-minister-solomon-islands-1,133.md,No,
2026-05-27,Address to walk for truth,https://www.pm.gov.au/media/address-walk-truth,134.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-27,"Radio interview - Triple M, Sydney",https://www.pm.gov.au/media/radio-interview-triple-m-sydney-3,135.md,No,
2026-05-27,Radio interview - Nova Brisbane,https://www.pm.gov.au/media/radio-interview-nova-brisbane-1,136.md,No,
2026-05-27,Radio interview - SEN 1170 Sydney,https://www.pm.gov.au/media/radio-interview-sen-1170-sydney-0,137.md,No,
2026-05-27,Albanese Government backing Rugby League World Cup,https://www.pm.gov.au/media/albanese-government-backing-rugby-league-world-cup,138.md,No,
2026-05-25,Passing of Neale Daniher,https://www.pm.gov.au/media/passing-neale-daniher,139.md,Yes,Misc
2026-05-25,"Press conference - Parliament House, Canberra",https://www.pm.gov.au/media/press-conference-parliament-house-canberra-25-may-2026,140.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,Climate modellers are crucial. Here's what's at stake with reduced funding,https://iceds.anu.edu.au/news-events/news/climate-modellers-are-crucial-heres-whats-stake-reduced-funding,141.md,Yes,Corporate and Institutional ESG Actions
2026-05-25,Beyond Commitments: A Canbury Insights analysis using IGCC’s Capital Allocation Alignment Framework,https://igcc.org.au/beyond-commitments-a-canbury-insights-analysis-using-igccs-capital-allocation-alignment-framework/,142.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-29,Proposed variation to road transport contractual chain order – fuel costs,https://www.fwc.gov.au/about-us/news-and-media/news/proposed-variation-road-transport-contractual-chain-order-fuel-costs,143.md,Yes,Consultation and Policy Design Opportunities
2026-05-29,General Manager statement about changes at the Commission,https://www.fwc.gov.au/about-us/news-and-media/news/general-manager-statement-about-changes-commission,144.md,No,
2026-05-28,Annual Wage Review 2026 decision to be live streamed,https://www.fwc.gov.au/about-us/news-and-media/news/annual-wage-review-2026-decision-be-live-streamed,CLEANED,NO FILE,
2026-05-25,Grants announced for Regional and Remote Airport Support Program,https://www.infrastructure.gov.au/department/media/news/grants-announced-regional-and-remote-airport-support-program,146.md,No,
2026-05-25,Community Wi-Fi helps close the digital inclusion gap,https://www.infrastructure.gov.au/department/media/news/community-wi-fi-helps-close-digital-inclusion-gap,147.md,Yes,Funding and Grant Announcements
2026-05-28,RNA innovation to help cows thrive and agricultural pests buzz off,https://djsir.vic.gov.au/news-and-articles/rna-innovation-to-help-cows-thrive-and-agricultural-pests-buzz-off,148.md,Yes,Funding and Grant Announcements
2026-05-25,New defence manufacturing facility to boost Victoria’s sovereign capabilities,https://djsir.vic.gov.au/news-and-articles/new-defence-manufacturing-facility-to-boost-victorias-sovereign-capabilities,149.md,Yes,Funding and Grant Announcements
2026-05-30,It’s the final countdown to Payday Super!,https://www.ato.gov.au/businesses-and-organisations/business-bulletins-newsroom/its-the-final-countdown-to-payday-super,150.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-27,Tax Time toolkit for small business,https://www.ato.gov.au/tax-and-super-professionals/for-tax-professionals/prepare-and-lodge/tax-time/tax-time-toolkits/tax-time-toolkit-small-business,151.md,No,
